Date,Close,Open,High,Low,Daily High,Daily Low,Weekly High,Weekly Low,Monthly High,Monthly Low,Quarterly High,Quarterly Low
2021-09-27,160.6875,161.0,161.25,159.8438,161.25,159.8438,164.5,160.8438,167.0,162.2812,163.0625,154.5
2021-09-24,160.9688,161.75,162.2188,160.8438,162.2188,160.8438,164.75,162.25,167.0,162.2812,163.0625,154.5
2021-09-23,162.1562,164.4688,164.4688,161.625,164.4688,161.625,164.75,162.25,167.0,162.2812,163.0625,154.5
2021-09-22,164.4375,163.7188,164.5,163.375,164.5,163.375,164.75,162.25,167.0,162.2812,163.0625,154.5
2021-09-21,163.75,163.75,164.0312,163.1875,164.0312,163.1875,164.75,162.25,167.0,162.2812,163.0625,154.5
2021-09-20,163.875,162.6562,164.1875,162.5938,164.1875,162.5938,164.75,162.25,167.0,162.2812,163.0625,154.5
2021-09-17,162.5938,163.2812,163.5938,162.25,163.5938,162.25,163.8438,161.625,167.0,162.2812,163.0625,154.5
2021-09-16,163.4062,163.9375,164.0625,162.9688,164.0625,162.9688,163.8438,161.625,167.0,162.2812,163.0625,154.5
2021-09-15,163.8438,164.0625,164.75,163.5,164.75,163.5,163.8438,161.625,167.0,162.2812,163.0625,154.5
2021-09-14,164.3125,163.0625,164.6875,162.5625,164.6875,162.5625,163.8438,161.625,167.0,162.2812,163.0625,154.5
2021-09-13,163.1562,162.6562,163.2812,162.5625,163.2812,162.5625,163.8438,161.625,167.0,162.2812,163.0625,154.5
2021-09-10,162.7188,163.5,163.5938,162.4375,163.5938,162.4375,164.0,162.5,167.0,162.2812,163.0625,154.5
2021-09-09,163.5625,162.4375,163.8438,162.4062,163.8438,162.4062,164.0,162.5,167.0,162.2812,163.0625,154.5
2021-09-08,162.5938,161.8125,162.75,161.7812,162.75,161.7812,164.0,162.5,167.0,162.2812,163.0625,154.5
2021-09-07,161.9062,162.7812,162.8125,161.625,162.8125,161.625,164.0,162.5,167.0,162.2812,163.0625,154.5
2021-09-03,162.9062,163.5,164.0,162.5312,164.0,162.5312,165.875,162.2812,167.0,162.2812,163.0625,154.5
2021-09-02,163.4062,163.375,163.625,163.125,163.625,163.125,165.875,162.2812,167.0,162.2812,163.0625,154.5
2021-09-01,163.25,162.9062,163.5938,162.5,163.5938,162.5,165.875,162.2812,167.0,162.2812,163.0625,154.5
2021-08-31,162.9688,163.5,163.8438,162.6875,163.8438,162.6875,165.875,162.2812,167.0,162.2812,163.0625,154.5
2021-08-30,163.4688,163.0,163.6562,162.875,163.6562,162.875,165.875,162.2812,167.125,159.9375,163.0625,154.5
2021-08-27,162.9375,162.3125,163.25,162.2812,163.25,162.2812,166.1875,164.5312,167.125,159.9375,163.0625,154.5
2021-08-26,164.0625,163.9688,164.1875,163.3438,164.1875,163.3438,166.1875,164.5312,167.125,159.9375,163.0625,154.5
2021-08-25,163.9375,164.8438,165.1562,163.75,165.1562,163.75,166.1875,164.5312,167.125,159.9375,163.0625,154.5
2021-08-24,165.0312,165.75,165.7812,164.8125,165.7812,164.8125,166.1875,164.5312,167.125,159.9375,163.0625,154.5
2021-08-23,165.8125,165.75,165.875,165.25,165.875,165.25,166.1875,164.5312,167.125,159.9375,163.0625,154.5
2021-08-20,165.75,165.75,166.1875,165.5625,166.1875,165.5625,164.8125,162.5312,167.125,159.9375,163.0625,154.5
2021-08-19,165.8125,165.2188,166.1875,165.125,166.1875,165.125,164.8125,162.5312,167.125,159.9375,163.0625,154.5
2021-08-18,165.0625,165.0,165.3438,164.5312,165.3438,164.5312,164.8125,162.5312,167.125,159.9375,163.0625,154.5
2021-08-17,165.0625,165.0,165.9688,164.7188,165.9688,164.7188,164.8125,162.5312,167.125,159.9375,163.0625,154.5
2021-08-16,165.125,164.75,165.8125,164.625,165.8125,164.625,164.8125,162.5312,167.125,159.9375,163.0625,154.5
2021-08-13,164.4062,163.125,164.8125,163.0,164.8125,163.0,167.0,163.8125,167.125,159.9375,163.0625,154.5
2021-08-12,162.9062,163.0625,163.4375,162.5625,163.4375,162.5625,167.0,163.8125,167.125,159.9375,163.0625,154.5
2021-08-11,163.0312,163.0,163.8125,162.5312,163.8125,162.5312,167.0,163.8125,167.125,159.9375,163.0625,154.5
2021-08-10,163.2188,163.5,163.875,162.9062,163.875,162.9062,167.0,163.8125,167.125,159.9375,163.0625,154.5
2021-08-09,163.6875,163.875,164.5625,163.4062,164.5625,163.4062,167.0,163.8125,167.125,159.9375,163.0625,154.5
2021-08-06,164.1875,165.5312,165.6562,163.8125,165.6562,163.8125,165.375,163.7188,167.125,159.9375,163.0625,154.5
2021-08-05,165.6875,166.1875,166.5625,165.5,166.5625,165.5,165.375,163.7188,167.125,159.9375,163.0625,154.5
2021-08-04,166.1875,166.0312,167.0,165.375,167.0,165.375,165.375,163.7188,167.125,159.9375,163.0625,154.5
2021-08-03,166.125,165.9062,166.4375,165.5312,166.4375,165.5312,165.375,163.7188,167.125,159.9375,163.0625,154.5
2021-08-02,166.0,164.8125,166.4375,164.4375,166.4375,164.4375,165.375,163.7188,167.125,159.9375,163.0625,154.5
2021-07-30,164.7188,164.125,165.0,164.0938,165.0,164.0938,167.125,163.2812,163.0625,155.5,163.0625,154.5
2021-07-29,164.1562,164.875,164.9688,163.8438,164.9688,163.8438,167.125,163.2812,163.0625,155.5,163.0625,154.5
2021-07-28,164.375,164.8125,165.0938,164.0625,165.0938,164.0625,167.125,163.2812,163.0625,155.5,163.0625,154.5
2021-07-27,165.0,163.8125,165.0938,163.75,165.0938,163.75,167.125,163.2812,163.0625,155.5,163.0625,154.5
2021-07-26,164.125,164.125,165.375,163.7188,165.375,163.7188,167.125,163.2812,163.0625,155.5,163.0625,154.5
2021-07-23,164.0312,164.1562,164.375,163.4375,164.375,163.4375,164.0,161.1875,163.0625,155.5,163.0625,154.5
2021-07-22,164.5,163.8125,165.0,163.2812,165.0,163.2812,164.0,161.1875,163.0625,155.5,163.0625,154.5
2021-07-21,164.0312,165.125,165.7188,163.3438,165.7188,163.3438,164.0,161.1875,163.0625,155.5,163.0625,154.5
2021-07-20,165.4062,165.9688,167.125,165.0938,167.125,165.0938,164.0,161.1875,163.0625,155.5,163.0625,154.5
2021-07-19,166.1562,163.9688,166.3125,163.8125,166.3125,163.8125,164.0,161.1875,163.0625,155.5,163.0625,154.5
2021-07-16,163.8125,163.875,163.9688,163.0625,163.9688,163.0625,164.9375,160.5938,163.0625,155.5,163.0625,154.5
2021-07-15,163.9062,162.8438,164.0,162.7812,164.0,162.7812,164.9375,160.5938,163.0625,155.5,163.0625,154.5
2021-07-14,162.5938,161.3438,162.875,161.25,162.875,161.25,164.9375,160.5938,163.0625,155.5,163.0625,154.5
2021-07-13,161.4375,162.375,163.125,161.1875,163.125,161.1875,164.9375,160.5938,163.0625,155.5,163.0625,154.5
2021-07-12,162.5,162.4375,163.2188,162.2812,163.2188,162.2812,164.9375,160.5938,163.0625,155.5,163.0625,154.5
2021-07-09,162.625,163.6562,163.6875,162.4062,163.6875,162.4062,161.25,158.8438,163.0625,155.5,163.0625,154.5
2021-07-08,163.9375,163.4062,164.9375,163.2812,164.9375,163.2812,161.25,158.8438,163.0625,155.5,163.0625,154.5
2021-07-07,163.2812,162.5625,163.8125,162.2188,163.8125,162.2188,161.25,158.8438,163.0625,155.5,163.0625,154.5
2021-07-06,162.0938,161.0312,162.6875,160.5938,162.6875,160.5938,161.25,158.8438,163.0625,155.5,163.0625,154.5
2021-07-02,160.9062,160.5312,161.25,160.4062,161.25,160.4062,163.0625,158.5625,163.0625,155.5,163.0625,154.5
2021-07-01,160.1875,160.2188,160.625,159.9375,160.625,159.9375,163.0625,158.5625,163.0625,155.5,163.0625,154.5
2021-06-30,160.75,160.1875,160.9688,160.0312,160.9688,160.0312,163.0625,158.5625,163.0625,155.5,163.0625,154.5
2021-06-29,160.0938,160.0938,160.25,159.4688,160.25,159.4688,163.0625,158.5625,159.0312,155.5,173.3438,154.0312
2021-06-28,160.0625,158.9375,160.2188,158.8438,160.2188,158.8438,163.0625,158.5625,159.0312,155.5,173.3438,154.0312
2021-06-25,158.75,159.8125,160.1562,158.5625,160.1562,158.5625,161.3438,157.375,159.0312,155.5,173.3438,154.0312
2021-06-24,159.9375,159.75,160.0625,159.375,160.0625,159.375,161.3438,157.375,159.0312,155.5,173.3438,154.0312
2021-06-23,159.7812,160.125,160.2188,159.4688,160.2188,159.4688,161.3438,157.375,159.0312,155.5,173.3438,154.0312
2021-06-22,160.1875,159.8438,160.375,159.25,160.375,159.25,161.3438,157.375,159.0312,155.5,173.3438,154.0312
2021-06-21,159.9375,161.25,163.0625,159.6562,163.0625,159.6562,161.3438,157.375,159.0312,155.5,173.3438,154.0312
2021-06-18,160.9375,159.8438,161.3438,159.4062,161.3438,159.4062,159.7812,156.9688,159.0312,155.5,173.3438,154.0312
2021-06-17,159.7188,157.6875,160.75,157.5,160.75,157.5,159.7812,156.9688,159.0312,155.5,173.3438,154.0312
2021-06-16,157.8125,158.5938,158.9688,157.375,158.9688,157.375,159.7812,156.9688,159.0312,155.5,173.3438,154.0312
2021-06-15,158.5312,158.7188,158.9688,158.2812,158.9688,158.2812,159.7812,156.9688,159.0312,155.5,173.3438,154.0312
2021-06-14,158.5938,159.4062,159.4375,158.5,159.4375,158.5,159.7812,156.9688,159.0312,155.5,173.3438,154.0312
2021-06-11,159.2188,159.75,159.5,159.0938,159.5,159.0938,157.5312,155.5,159.0312,155.5,173.3438,154.0312
2021-06-10,159.3125,158.75,159.7812,157.9688,159.7812,157.9688,157.5312,155.5,159.0312,155.5,173.3438,154.0312
2021-06-09,158.7812,157.875,159.1875,157.8125,159.1875,157.8125,157.5312,155.5,159.0312,155.5,173.3438,154.0312
2021-06-08,158.0,157.1875,158.3438,157.1562,158.3438,157.1562,157.5312,155.5,159.0312,155.5,173.3438,154.0312
2021-06-07,157.2188,157.7812,157.7812,156.9688,157.7812,156.9688,157.5312,155.5,159.0312,155.5,173.3438,154.0312
2021-06-04,157.4688,156.0312,157.5312,155.8125,157.5312,155.8125,159.0312,156.0625,159.0312,155.5,173.3438,154.0312
2021-06-03,156.0625,156.5938,156.7188,155.8438,156.7188,155.8438,159.0312,156.0625,159.0312,155.5,173.3438,154.0312
2021-06-02,156.5,156.25,156.6562,155.9688,156.6562,155.9688,159.0312,156.0625,159.0312,155.5,173.3438,154.0312
2021-06-01,156.125,156.25,156.4062,155.5,156.4062,155.5,159.0312,156.0625,159.0312,155.5,173.3438,154.0312
2021-05-28,156.5312,156.25,156.8438,156.125,156.8438,156.125,157.5,155.7812,158.9375,154.5,173.3438,154.0312
2021-05-27,156.1875,156.8125,156.3438,156.0625,156.3438,156.0625,157.5,155.7812,158.9375,154.5,173.3438,154.0312
2021-05-26,158.5312,158.6875,159.0312,158.3125,159.0312,158.3125,157.5,155.7812,158.9375,154.5,173.3438,154.0312
2021-05-25,158.5938,157.75,158.75,158.5625,158.75,158.5625,157.5,155.7812,158.9375,154.5,173.3438,154.0312
2021-05-24,157.6875,157.4688,158.0,157.4688,158.0,157.4688,157.5,155.7812,158.9375,154.5,173.3438,154.0312
2021-05-21,157.25,157.0938,157.5,156.9375,157.5,156.9375,158.375,155.5,158.9375,154.5,173.3438,154.0312
2021-05-20,157.0,156.25,157.1875,156.125,157.1875,156.125,158.375,155.5,158.9375,154.5,173.3438,154.0312
2021-05-19,156.0625,156.7188,157.25,155.7812,157.25,155.7812,158.375,155.5,158.9375,154.5,173.3438,154.0312
2021-05-18,156.6875,156.5312,157.0,156.3438,157.0,156.3438,158.375,155.5,158.9375,154.5,173.3438,154.0312
2021-05-17,156.7812,156.9375,157.4375,156.5,157.4375,156.5,158.375,155.5,158.9375,154.5,173.3438,154.0312
2021-05-14,156.8125,156.2188,157.0312,156.0938,157.0312,156.0938,158.7188,156.6562,158.9375,154.5,173.3438,154.0312
2021-05-13,156.1875,155.6562,156.3438,156.1875,156.3438,156.1875,158.7188,156.6562,158.9375,154.5,173.3438,154.0312
2021-05-12,155.5938,156.9688,157.2812,155.5,157.2812,155.5,158.7188,156.6562,158.9375,154.5,173.3438,154.0312
2021-05-11,156.9375,157.4688,157.0312,156.8438,157.0312,156.8438,158.7188,156.6562,158.9375,154.5,173.3438,154.0312
2021-05-10,157.5312,157.9062,158.375,157.3125,158.375,157.3125,158.7188,156.6562,158.9375,154.5,173.3438,154.0312
2021-05-07,157.9688,158.4688,158.1875,157.9062,158.1875,157.9062,158.5312,156.625,158.9375,154.5,173.3438,154.0312
2021-05-06,158.625,158.3438,158.7188,158.375,158.7188,158.375,158.5312,156.625,158.9375,154.5,173.3438,154.0312
2021-05-05,158.125,158.0,158.4688,158.1875,158.4688,158.1875,158.5312,156.625,158.9375,154.5,173.3438,154.0312
2021-05-04,158.0,157.7188,158.25,157.9062,158.25,157.9062,158.5312,156.625,158.9375,154.5,173.3438,154.0312
2021-05-03,157.625,157.2188,158.3125,156.6562,158.3125,156.6562,158.5312,156.625,158.9375,154.5,173.3438,154.0312
2021-04-30,157.25,157.25,157.4375,157.0625,157.4375,157.0625,158.9375,157.2188,158.9375,154.5,173.3438,154.0312
2021-04-29,157.1875,157.625,157.3125,156.625,157.3125,156.625,158.9375,157.2188,159.9688,154.0312,173.3438,154.0312
2021-04-28,157.5,157.4375,157.75,156.9062,157.75,156.9062,158.9375,157.2188,159.9688,154.0312,173.3438,154.0312
2021-04-27,157.4375,158.4375,157.5625,157.2812,157.5625,157.2812,158.9375,157.2188,159.9688,154.0312,173.3438,154.0312
2021-04-26,158.4375,158.2812,158.5312,158.3438,158.5312,158.3438,158.9375,157.2188,159.9688,154.0312,173.3438,154.0312
2021-04-23,158.2812,158.7812,158.9375,157.9688,158.9375,157.9688,158.5625,156.1562,159.9688,154.0312,173.3438,154.0312
2021-04-22,158.4375,158.25,158.8438,158.4688,158.8438,158.4688,158.5625,156.1562,159.9688,154.0312,173.3438,154.0312
2021-04-21,158.125,158.2188,158.375,157.7812,158.375,157.7812,158.5625,156.1562,159.9688,154.0312,173.3438,154.0312
2021-04-20,158.1562,157.3438,158.3125,158.0312,158.3125,158.0312,158.5625,156.1562,159.9688,154.0312,173.3438,154.0312
2021-04-19,157.5,157.9062,158.4062,157.2188,158.4062,157.2188,158.5625,156.1562,159.9688,154.0312,173.3438,154.0312
2021-04-16,158.0,157.8438,158.4688,157.5,158.4688,157.5,157.0938,155.1875,159.9688,154.0312,173.3438,154.0312
2021-04-15,159.0,156.9062,158.5625,157.6875,158.5625,157.6875,157.0938,155.1875,159.9688,154.0312,173.3438,154.0312
2021-04-14,156.875,157.3125,157.4375,156.6562,157.4375,156.6562,157.0938,155.1875,159.9688,154.0312,173.3438,154.0312
2021-04-13,157.1562,156.4688,157.3438,156.8438,157.3438,156.8438,157.0938,155.1875,159.9688,154.0312,173.3438,154.0312
2021-04-12,156.2812,156.5625,156.4688,156.1562,156.4688,156.1562,157.0938,155.1875,159.9688,154.0312,173.3438,154.0312
2021-04-09,156.5,157.0625,156.75,156.4375,156.75,156.4375,156.8125,154.5,159.9688,154.0312,173.3438,154.0312
2021-04-08,156.7812,155.9688,157.0938,155.9375,157.0938,155.9375,156.8125,154.5,159.9688,154.0312,173.3438,154.0312
2021-04-07,156.375,156.4062,156.2812,155.9062,156.2812,155.9062,156.8125,154.5,159.9688,154.0312,173.3438,154.0312
2021-04-06,156.5312,155.9062,156.625,155.5938,156.625,155.5938,156.8125,154.5,159.9688,154.0312,173.3438,154.0312
2021-04-05,155.5938,155.6562,156.1875,155.1875,156.1875,155.1875,156.8125,154.5,159.9688,154.0312,173.3438,154.0312
2021-04-01,155.6875,156.4062,156.8125,155.5,156.8125,155.5,157.25,154.3125,159.9688,154.0312,173.3438,154.0312
2021-03-31,154.5938,155.3125,155.4375,154.5,155.4375,154.5,157.25,154.3125,159.9688,154.0312,173.3438,154.0312
2021-03-30,155.0312,155.0312,155.375,155.1562,155.375,155.1562,157.25,154.3125,169.375,156.25,177.2812,169.9375
2021-03-29,154.7812,155.5938,156.4375,154.6875,156.4375,154.6875,157.25,154.3125,169.375,156.25,177.2812,169.9375
2021-03-26,155.9688,156.2188,156.5938,155.3125,156.5938,155.3125,156.625,154.0312,169.375,156.25,177.2812,169.9375
2021-03-25,156.6875,156.7812,157.25,156.2188,157.25,156.2188,156.625,154.0312,169.375,156.25,177.2812,169.9375
2021-03-24,156.75,156.4062,157.125,155.9062,157.125,155.9062,156.625,154.0312,169.375,156.25,177.2812,169.9375
2021-03-23,156.1562,155.0,156.5625,154.875,156.5625,154.875,156.625,154.0312,169.375,156.25,177.2812,169.9375
2021-03-22,155.25,154.4062,155.4375,154.3125,155.4375,154.3125,156.625,154.0312,169.375,156.25,177.2812,169.9375
2021-03-19,154.0938,154.3125,154.3438,154.0312,154.3438,154.0312,158.2188,155.375,169.375,156.25,177.2812,169.9375
2021-03-18,154.0,155.1875,154.4688,154.0938,154.4688,154.0938,158.2188,155.375,169.375,156.25,177.2812,169.9375
2021-03-17,155.1562,155.9375,155.3438,155.0625,155.3438,155.0625,158.2188,155.375,169.375,156.25,177.2812,169.9375
2021-03-16,155.8438,156.25,156.625,155.7188,156.625,155.7188,158.2188,155.375,169.375,156.25,177.2812,169.9375
2021-03-15,156.125,155.6562,156.4375,156.0312,156.4375,156.0312,158.2188,155.375,169.375,156.25,177.2812,169.9375
2021-03-12,155.5625,157.5,157.75,155.375,157.75,155.375,159.9688,155.8438,169.375,156.25,177.2812,169.9375
2021-03-11,157.9062,158.0625,158.0938,157.4375,158.0938,157.4375,159.9688,155.8438,169.375,156.25,177.2812,169.9375
2021-03-10,158.1562,158.0938,158.2188,158.0,158.2188,158.0,159.9688,155.8438,169.375,156.25,177.2812,169.9375
2021-03-09,157.7812,156.75,158.1875,156.6562,158.1875,156.6562,159.9688,155.8438,169.375,156.25,177.2812,169.9375
2021-03-08,156.75,156.5312,157.125,156.25,157.125,156.25,159.9688,155.8438,169.375,156.25,177.2812,169.9375
2021-03-05,157.2188,156.7812,157.5,155.8438,157.5,155.8438,163.4062,156.25,169.375,156.25,177.2812,169.9375
2021-03-04,157.0938,158.1562,157.375,156.75,157.375,156.75,163.4062,156.25,169.375,156.25,177.2812,169.9375
2021-03-03,158.5312,159.875,158.6562,158.0,158.6562,158.0,163.4062,156.25,169.375,156.25,177.2812,169.9375
2021-03-02,159.4688,159.5,159.9688,159.3438,159.9688,159.3438,163.4062,156.25,169.375,156.25,177.2812,169.9375
2021-03-01,159.1875,160.25,159.625,159.0312,159.625,159.0312,163.4062,156.25,169.375,156.25,177.2812,169.9375
2021-02-26,159.2188,158.375,161.0625,157.4375,161.0625,157.4375,165.875,162.8125,173.3438,167.3438,177.2812,169.9375
2021-02-25,158.2188,160.0938,160.2188,156.25,160.2188,156.25,165.875,162.8125,173.3438,167.3438,177.2812,169.9375
2021-02-24,161.5312,162.5625,162.9062,160.5,162.9062,160.5,165.875,162.8125,173.3438,167.3438,177.2812,169.9375
2021-02-23,162.1562,162.4688,162.7812,161.7188,162.7812,161.7188,165.875,162.8125,173.3438,167.3438,177.2812,169.9375
2021-02-22,162.375,163.0312,163.4062,162.0625,163.4062,162.0625,165.875,162.8125,173.3438,167.3438,177.2812,169.9375
2021-02-19,163.0938,164.4062,164.6875,162.8125,164.6875,162.8125,168.0,165.875,173.3438,167.3438,177.2812,169.9375
2021-02-18,164.5,165.0312,164.7812,164.25,164.7812,164.25,168.0,165.875,173.3438,167.3438,177.2812,169.9375
2021-02-17,164.4062,163.9375,165.0,164.1875,165.0,164.1875,168.0,165.875,173.3438,167.3438,177.2812,169.9375
2021-02-16,164.0938,165.8125,165.875,163.9062,165.875,163.9062,168.0,165.875,173.3438,167.3438,177.2812,169.9375
2021-02-12,166.1562,167.0312,166.3438,165.875,166.3438,165.875,169.375,166.4062,173.3438,167.3438,177.2812,169.9375
2021-02-11,167.25,167.7188,168.0,167.0312,168.0,167.0312,169.375,166.4062,173.3438,167.3438,177.2812,169.9375
2021-02-10,167.5312,167.0625,167.7812,166.6562,167.7812,166.6562,169.375,166.4062,173.3438,167.3438,177.2812,169.9375
2021-02-09,167.0625,166.9062,167.5938,166.875,167.5938,166.875,169.375,166.4062,173.3438,167.3438,177.2812,169.9375
2021-02-08,167.125,166.6875,167.375,166.0938,167.375,166.0938,169.375,166.4062,173.3438,167.3438,177.2812,169.9375
2021-02-05,166.7188,167.3438,167.7188,166.4062,167.7188,166.4062,170.9062,168.4062,173.3438,167.3438,177.2812,169.9375
2021-02-04,167.4688,167.5938,167.5938,167.3438,167.5938,167.3438,170.9062,168.4062,173.3438,167.3438,177.2812,169.9375
2021-02-03,167.8438,168.5625,167.8438,167.5938,167.8438,167.5938,170.9062,168.4062,173.3438,167.3438,177.2812,169.9375
2021-02-02,168.4375,168.8438,169.0312,168.0625,169.0312,168.0625,170.9062,168.4062,173.3438,167.3438,177.2812,169.9375
2021-02-01,169.0,169.25,169.375,168.6875,169.375,168.6875,170.9062,168.4062,173.3438,167.3438,177.2812,169.9375
2021-01-29,168.7188,169.7188,169.9062,168.4062,169.9062,168.4062,169.375,168.1875,175.3125,171.125,177.2812,169.9375
2021-01-28,169.5625,170.4062,170.9062,169.1875,170.9062,169.1875,169.375,168.1875,175.3125,171.125,177.2812,169.9375
2021-01-27,170.4375,170.0312,170.7812,169.625,170.7812,169.625,169.375,168.1875,175.3125,171.125,177.2812,169.9375
2021-01-26,169.875,170.125,170.2812,169.6562,170.2812,169.6562,169.375,168.1875,175.3125,171.125,177.2812,169.9375
2021-01-25,169.9688,168.9688,170.1875,168.5938,170.1875,168.5938,169.375,168.1875,175.3125,171.125,177.2812,169.9375
2021-01-22,168.875,168.4062,169.1562,168.2188,169.1562,168.2188,169.4688,167.3438,175.3125,171.125,177.2812,169.9375
2021-01-21,168.4375,169.1562,169.3438,168.1875,169.3438,168.1875,169.4688,167.3438,175.3125,171.125,177.2812,169.9375
2021-01-20,169.0,169.0,169.375,168.6562,169.375,168.6562,169.4688,167.3438,175.3125,171.125,177.2812,169.9375
2021-01-19,168.9688,169.0312,169.25,168.3125,169.25,168.3125,169.4688,167.3438,175.3125,171.125,177.2812,169.9375
2021-01-15,168.8125,168.125,169.1562,168.75,169.1562,168.75,173.3438,168.1562,175.3125,171.125,177.2812,169.9375
2021-01-14,168.2188,169.4062,168.8125,168.0312,168.8125,168.0312,173.3438,168.1562,175.3125,171.125,177.2812,169.9375
2021-01-13,169.375,168.3438,169.4688,169.125,169.4688,169.125,173.3438,168.1562,175.3125,171.125,177.2812,169.9375
2021-01-12,168.1875,168.0625,168.375,167.3438,168.375,167.3438,173.3438,168.1562,175.3125,171.125,177.2812,169.9375
2021-01-11,168.3438,168.4688,168.9688,168.0312,168.9688,168.0312,173.3438,168.1562,175.3125,171.125,177.2812,169.9375
2021-01-08,168.75,168.9375,169.4062,168.1562,169.4062,168.1562,173.25,172.0312,175.3125,171.125,177.2812,169.9375
2021-01-07,169.2188,169.7188,169.9688,168.6562,169.9688,168.6562,173.25,172.0312,175.3125,171.125,177.2812,169.9375
2021-01-06,169.7188,171.9375,172.3125,169.4062,172.3125,169.4062,173.25,172.0312,175.3125,171.125,177.2812,169.9375
2021-01-05,172.0,173.0312,173.0312,171.7188,173.0312,171.7188,173.25,172.0312,175.3125,171.125,177.2812,169.9375
2021-01-04,173.0312,172.8438,173.3438,172.8125,173.3438,172.8125,173.25,172.0312,175.3125,171.125,177.2812,169.9375
2020-12-31,173.1875,172.875,173.25,172.5625,173.25,172.5625,173.75,171.5,175.3125,171.125,177.2812,169.9375
2020-12-30,172.8438,172.5625,172.9062,172.0312,172.9062,172.0312,173.75,171.5,175.0625,169.9375,183.1875,173.5
2020-12-29,172.6562,172.875,172.875,172.1562,172.875,172.1562,173.75,171.5,175.0625,169.9375,183.1875,173.5
2020-12-28,172.8438,172.9375,172.9375,172.2812,172.9375,172.2812,173.75,171.5,175.0625,169.9375,183.1875,173.5
2020-12-24,172.75,172.2812,172.9062,172.0625,172.9062,172.0625,173.9688,172.0625,175.0625,169.9375,183.1875,173.5
2020-12-23,172.0625,173.0625,173.4375,171.5,173.4375,171.5,173.9688,172.0625,175.0625,169.9375,183.1875,173.5
2020-12-22,173.0312,172.5938,173.0938,172.4375,173.0938,172.4375,173.9688,172.0625,175.0625,169.9375,183.1875,173.5
2020-12-21,172.375,172.2812,173.75,172.1562,173.75,172.1562,173.9688,172.0625,175.0625,169.9375,183.1875,173.5
2020-12-18,172.125,172.5,173.0312,172.0625,173.0312,172.0625,174.2812,171.9375,175.0625,169.9375,183.1875,173.5
2020-12-17,172.6562,172.9688,173.6875,172.2812,173.6875,172.2812,174.2812,171.9375,175.0625,169.9375,183.1875,173.5
2020-12-16,172.9375,173.25,173.375,172.125,173.375,172.125,174.2812,171.9375,175.0625,169.9375,183.1875,173.5
2020-12-15,172.9062,173.625,173.9688,172.8438,173.9688,172.8438,174.2812,171.9375,175.0625,169.9375,183.1875,173.5
2020-12-14,173.6875,173.5,173.6875,173.5312,173.6875,173.5312,174.2812,171.9375,175.0625,169.9375,183.1875,173.5
2020-12-11,173.6562,173.5625,174.2812,173.3438,174.2812,173.3438,175.3125,171.125,175.0625,169.9375,183.1875,173.5
2020-12-10,173.4688,172.625,173.625,172.5312,173.625,172.5312,175.3125,171.125,175.0625,169.9375,183.1875,173.5
2020-12-09,172.4688,172.8438,172.875,171.9375,172.875,171.9375,175.3125,171.125,175.0625,169.9375,183.1875,173.5
2020-12-08,173.0625,172.625,173.5,172.25,173.5,172.25,175.3125,171.125,175.0625,169.9375,183.1875,173.5
2020-12-07,172.5312,171.5312,172.6562,172.1875,172.6562,172.1875,175.3125,171.125,175.0625,169.9375,183.1875,173.5
2020-12-04,171.6562,173.1562,173.4688,171.125,173.4688,171.125,175.0625,172.5312,175.0625,169.9375,183.1875,173.5
2020-12-03,172.875,172.4375,173.3125,172.1562,173.3125,172.1562,175.0625,172.5312,175.0625,169.9375,183.1875,173.5
2020-12-02,172.1562,172.8125,173.1875,171.6875,173.1875,171.6875,175.0625,172.5312,175.0625,169.9375,183.1875,173.5
2020-12-01,172.6562,175.0,175.1562,172.5,175.1562,172.5,175.0625,172.5312,175.0625,169.9375,183.1875,173.5
2020-11-30,174.9062,175.0,175.3125,174.5625,175.3125,174.5625,175.0625,172.5312,175.0625,169.9375,183.1875,173.5
2020-11-27,175.0312,173.9688,175.0625,173.9688,175.0625,173.9688,174.2812,171.2812,177.2812,171.6875,183.1875,173.5
2020-11-25,172.875,172.9688,173.6562,172.5312,173.6562,172.5312,174.2812,171.2812,177.2812,171.6875,183.1875,173.5
2020-11-24,172.9062,173.5,173.5625,172.625,173.5625,172.625,174.2812,171.2812,177.2812,171.6875,183.1875,173.5
2020-11-23,173.4688,174.2188,174.25,173.2812,174.25,173.2812,174.2812,171.2812,177.2812,171.6875,183.1875,173.5
2020-11-20,174.0625,173.9062,174.2812,173.4688,174.2812,173.4688,172.4688,169.9375,177.2812,171.6875,183.1875,173.5
2020-11-19,173.25,172.7812,173.9062,172.75,173.9062,172.75,172.4688,169.9375,177.2812,171.6875,183.1875,173.5
2020-11-18,172.5312,172.9062,173.4688,172.1562,173.4688,172.1562,172.4688,169.9375,177.2812,171.6875,183.1875,173.5
2020-11-17,172.5625,171.875,172.9062,171.5938,172.9062,171.5938,172.4688,169.9375,177.2812,171.6875,183.1875,173.5
2020-11-16,171.9062,172.0938,172.6875,171.2812,172.6875,171.2812,172.4688,169.9375,177.2812,171.6875,183.1875,173.5
2020-11-13,172.1875,172.3438,172.25,172.0,172.25,172.0,174.9688,171.4062,177.2812,171.6875,183.1875,173.5
2020-11-12,172.2812,170.5312,172.4688,170.4688,172.4688,170.4688,174.9688,171.4062,177.2812,171.6875,183.1875,173.5
